,age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
212,53, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
213,42, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
214,37, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298.0,0.0,45.0, United-States,>50K
215,55, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
216,51, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386.0,0.0,40.0, United-States,>50K
217,36, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
218,57, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
219,47, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,3103.0,0.0,50.0, United-States,>50K
220,53, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
221,56, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States,>50K
222,50, Private, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1887.0,36.0, United-States,>50K
223,30, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
224,30, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,20.0, United-States,>50K
225,50, Local-gov, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,50.0, United-States,>50K
226,47, Local-gov, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,>50K
227,45, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
228,55, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,65.0, United-States,>50K
229,28, Private, Bachelors,13.0, Separated, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States,>50K
230,69, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,15.0, France,>50K
231,29, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
232,39, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
233,53, Private, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,13550.0,0.0,43.0, United-States,>50K
234,47, Local-gov, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,20.0, United-States,>50K
235,43, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,45.0, United-States,>50K
236,37, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,35.0, United-States,>50K
237,53, Federal-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688.0,0.0,35.0, United-States,>50K
238,66, Self-emp-inc, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Male,0.0,0.0,86.0, United-States,>50K
239,59, Local-gov, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
240,34, Private, Assoc-acdm,12.0, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,8614.0,0.0,60.0, United-States,>50K
241,45, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,60.0, United-States,>50K
242,36, State-gov, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,20.0, United-States,>50K
243,34, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
244,29, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
245,43, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,50.0, United-States,>50K
246,41, Private, Bachelors,13.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,25.0, United-States,>50K
247,61, Private, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
248,29, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
249,46, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
250,45, Private, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103.0,0.0,40.0, United-States,>50K
251,28, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,1887.0,40.0, United-States,>50K
252,36, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,25.0, United-States,>50K
253,33, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,65.0, United-States,>50K
254,54, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
255,43, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, United-States,>50K
256,43, Private, Prof-school,15.0, Divorced, Prof-specialty, Unmarried, White, Female,15020.0,0.0,35.0, United-States,>50K
257,56, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,36.0, United-States,>50K
258,45, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
259,26, Private, 11th,7.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
260,38, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
261,41, Local-gov, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,50.0, United-States,>50K
262,29, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
263,27, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,>50K
264,38, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,7298.0,0.0,60.0, United-States,>50K
265,31, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
266,43, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,60.0, United-States,>50K
267,52, Private, HS-grad,9.0, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, India,>50K
268,54, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
269,50, Local-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,45.0, United-States,>50K
270,41, Private, Doctorate,16.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,>50K
271,58, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
272,42, Private, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
273,34, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Italy,>50K
274,46, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
275,41, Private, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,50.0, Japan,>50K
276,53, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
277,54, Federal-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,4386.0,0.0,41.0, United-States,>50K
278,37, Federal-gov, Masters,14.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
279,32, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
280,32, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,50.0, United-States,>50K
281,40, Private, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
282,27, Private, Bachelors,13.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
283,29, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,4386.0,0.0,40.0, United-States,>50K
284,54, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
285,36, Private, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
286,45, Local-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
287,44, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
288,69, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
289,25, Private, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
290,47, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,48.0, Italy,>50K
291,35, Private, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, White, Female,14344.0,0.0,40.0, United-States,>50K
292,40, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
293,37, Local-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Canada,>50K
294,60, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
295,48, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
296,52, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999.0,0.0,35.0, United-States,>50K
297,67, Private, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,2392.0,24.0, United-States,>50K
298,34, Private, Bachelors,13.0, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0.0,1564.0,60.0, United-States,>50K
299,29, Local-gov, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,35.0, Nicaragua,>50K
300,43, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
301,47, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,38.0, United-States,>50K
302,46, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
303,37, Private, 11th,7.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,60.0, United-States,>50K
304,41, Federal-gov, Some-college,10.0, Married-civ-spouse, Transport-moving, Wife, White, Female,7298.0,0.0,40.0, United-States,>50K
305,49, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
306,38, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
307,38, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
308,40, Private, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,55.0, United-States,>50K
309,54, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,60.0, United-States,>50K
310,58, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
311,50, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
312,48, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
313,47, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,30.0, United-States,>50K
314,40, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
315,31, State-gov, 12th,8.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
316,54, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
317,52, Federal-gov, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, Black, Male,7688.0,0.0,40.0, United-States,>50K
318,49, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178.0,0.0,40.0, United-States,>50K
319,55, Private, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,80.0, United-States,>50K
320,37, Private, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
321,36, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
322,55, Private, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,55.0, England,>50K
323,39, Private, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,42.0, United-States,>50K
324,36, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,45.0, United-States,>50K
325,38, State-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0.0,0.0,30.0, United-States,>50K
326,42, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
327,43, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
328,30, Private, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
329,59, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
330,36, Self-emp-not-inc, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298.0,0.0,45.0, United-States,>50K
331,23, State-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,10520.0,0.0,40.0, United-States,>50K
332,37, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
333,28, Private, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
334,33, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
335,42, Private, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
336,39, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,50.0, Japan,>50K
337,38, Private, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
338,47, Federal-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,55.0, United-States,>50K
339,46, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,38.0, United-States,>50K
340,63, Self-emp-not-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
341,52, Federal-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,44.0, United-States,>50K
342,44, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0.0,0.0,30.0, Mexico,>50K
343,58, Self-emp-not-inc, Masters,14.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
344,40, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298.0,0.0,40.0, United-States,>50K
345,57, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
346,34, Private, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, England,>50K
347,36, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
348,57, Self-emp-not-inc, Masters,14.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,38.0, United-States,>50K
349,34, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
350,40, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
351,43, Private, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
352,41, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
353,40, Private, Assoc-voc,11.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
354,41, Private, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
355,31, State-gov, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
356,38, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,99.0, United-States,>50K
357,40, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
358,45, State-gov, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,38.0, United-States,>50K
359,37, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,1485.0,70.0, United-States,>50K
360,37, Local-gov, Assoc-acdm,12.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,99.0, United-States,>50K
361,45, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,1485.0,70.0, United-States,>50K
362,43, Self-emp-not-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,5.0, United-States,>50K
